 !*  File produced by S.Schulte
 !*  Created on 26/07/2017

&Data 
  Name = "LEP_L3_F2" 
  Reaction = "NC e+-p"
  NData =   67
  NColumn =   6
  ColumnType = 2*"Bin","Sigma", 3*"Error"
  ColumnName = "Q2","x","Sigma", "stat", "sys1","sys2"
  NInfo =  4
  CInfo = "sqrt(S)", "e charge", "reduced", "e polarity"
  DataInfo =     0.0,    0.1000E+01,    0.1000E+01,    0.0000E+00,
  IndexDataset =   407
  Percent = 3*true
&End 


&PlotDesc
   PlotN = 34
   PlotDefColumn = 'Q2'
   PlotDefValue = 3.0, 4.0, 5., 7., 9., 11., 13., 16., 19., 23., 28., 36., 46., 61., 80., 100., 130., 170., 220., 270., 350., 450., 550., 700.,900., 1100., 1300., 1700., 2500., 4000., 7000., 10000., 15000., 25000., 35000.
   PlotVarColumn = 'x'
     PlotOptions(1)  = 'Experiment:L3 @ExtraLabel:e#gamma #rightarrow eX @XTitle: x @YTitle: F_{2}^{#gamma}'
&End
*        Q2           x         stat1 	stat2   sys1    sys2   sys3   sys4
1.9		0.0035	0.184	+0.009	-0.009	+0.013	-0.013	
1.9		0.0075	0.179	+0.007	-0.007	+0.009	-0.009	
1.9		0.015	0.176	+0.006	-0.006	+0.006	-0.006	
1.9		0.025	0.191	+0.008	-0.008	+0.004	-0.004	
1.9		0.04	0.193	+0.008	-0.008	+0.007	-0.007	
1.9		0.07500000000000001	0.185	+0.007	-0.007	+0.015	-0.015	
1.9		0.0035	0.231	+0.011	-0.011	+0.016	-0.016
1.9		0.0075	0.199	+0.008	-0.008	+0.01	-0.01
1.9		0.015	0.191	+0.007	-0.007	+0.006	-0.006
1.9		0.025	0.193	+0.008	-0.008	+0.004	-0.004
1.9		0.04	0.199	+0.008	-0.008	+0.007	-0.007
1.9		0.07500000000000001	0.206	+0.008	-0.008	+0.017	+0.017	
5.0		0.0075	0.307	+0.021	-0.021	+0.035	-0.035	
5.0		0.015	0.282	+0.014	-0.014	+0.027	-0.027	
5.0		0.03	0.263	+0.011	-0.011	+0.015	-0.015	
5.0		0.05	0.278	+0.013	-0.013	+0.007	-0.007	
5.0		0.08	0.27	+0.012	-0.012	+0.008	-0.008	
5.0		0.15000000000000002	0.252	+0.011	-0.011	+0.029	-0.029	
5.0		0.0075	0.394	+0.027	-0.027	+0.045	-0.045
5.0		0.015	0.318	+0.016	-0.016	+0.031	-0.031
5.0		0.03	0.277	+0.012	-0.012	+0.016	-0.016
5.0		0.05	0.279	+0.013	-0.013	+0.007	-0.007
5.0		0.08	0.275	+0.012	-0.012	+0.008	-0.008
5.0		0.15000000000000002	0.287	+0.013	-0.013	+0.032	-0.032

10.8	0.055	0.3 	+0.02	-0.02	+0.03	-0.03	+0.0	-0.0	
10.8	0.15000000000000002	0.35	+0.03	-0.03	+0.02	-0.02	+0.0	-0.0	
10.8	0.25	0.3		+0.04	-0.04	+0.1	-0.1	+0.03	-0.03	
15.3	0.055	0.37	+0.02	-0.02	+0.03	-0.03	+0.0	-0.0	
15.3	0.15000000000000002	0.42	+0.04	-0.04	+0.01	-0.01	+0.02	-0.02	
15.3	0.25	0.42	+0.05	-0.05	+0.05	-0.05	+0.05	-0.05	
15.3	0.4		0.35	+0.05	-0.05	+0.08	-0.08	+0.13	-0.13	
23.1	0.055	0.4	+0.03	-0.03	+0.03	-0.03	+0.02	-0.02
23.1	0.15000000000000002	0.44	+0.04	-0.04	+0.04	-0.04	+0.0	-0.0
23.1	0.25	0.47	+0.05	-0.05	+0.02	-0.02	+0.01	-0.01
23.1	0.4		0.44	+0.05	-0.05	+0.11	-0.11	+0.05	-0.05


!ACCIARRI 2000
120		0.13	0.66	+0.08	-0.08	+0.06	-0.06
120		0.3		0.81	+0.08	-0.08	+0.08	-0.08
120		0.5		0.76	+0.12	-0.12	+0.07	-0.07
120		0.7		0.85	+0.14	-0.14	+0.08	-0.08
120		0.89	0.91	+0.19	-0.19	+0.09	-0.09
60.0	0.515	0.73	+0.11	-0.11	+0.07	-0.07	
60.0	0.55	0.66	+0.09	-0.09	+0.06	-0.06	
60.0	0.35	+0.06	-0.06	+0.06	-0.06
90.0	0.515	0.89	+0.13	-0.13	+0.09	-0.09	
90.0	0.55	0.79	+0.14	-0.14	+0.08	-0.08	
90.0	0.35	0.92	+0.14	-0.14	+0.09	-0.09
125.0	0.515	0.85	+0.11	-0.11	+0.09	-0.09	
125.0	0.55	0.88	+0.12	-0.12	+0.08	-0.08	
125.0	0.35	0.86	+0.14	-0.14	+0.08	-0.08
225.0	0.515	1.01	+0.25	-0.25	+0.1	-0.1	
225.0	0.55	1.18	+0.22	-0.22	+0.11	-0.11	
225.0	0.35	0.91	+0.3	-0.3	+0.09	-0.09
!ACCIARRI 2005
12.5	0.013	0.302	+0.013	-0.013	+0.026	-0.026	+0.029	-0.029
12.5	0.031	0.245	+0.011	-0.011	+0.021	-0.021	+0.01	-0.01
12.5	0.05	0.257	+0.011	-0.011	+0.023	-0.023	+0.012	-0.012
12.5	0.075	0.296	+0.012	-0.012	+0.028	-0.028	+0.009	-0.009
12.5	0.1		0.315	+0.013	-0.013	+0.032	-0.032	+0.007	-0.007
12.5	0.14	0.365	+0.015	-0.015	+0.038	-0.038	+0.008	-0.008
12.5	0.18	0.399	+0.017	-0.017	+0.043	-0.043	+0.007	-0.007
12.5	0.23	0.441	+0.018	-0.018	+0.049	-0.049	+0.011	-0.011
12.5	0.29	0.483	+0.02	-0.02	+0.054	-0.054	+0.013	-0.013
12.5	0.36	0.536	+0.023	-0.023	+0.059	-0.059	+0.025	-0.025
